2022-03-13,1.6500533945461184,1.40625
2022-03-14,1.635859505872983,1.4155844155844155
2022-03-15,1.7368929041538894,1.1855670103092784
2022-03-16,1.3834453373213063,1.5494505494505495
2022-03-17,1.4280279400247589,1.358695652173913
2022-03-18,1.4795612198703436,1.2625
2022-03-19,1.4398277067836478,1.5555555555555556
2022-03-20,1.7770320777856239,1.4225352112676057
2022-03-21,1.832395362842517,1.3448275862068966
2022-03-22,1.592840572329063,1.1403508771929824
2022-03-23,1.7712597305435505,1.2555555555555555
2022-03-24,1.5329521157575456,1.2894736842105263
2022-03-25,1.5659602138121076,1.367816091954023
2022-03-26,1.6784273961453922,1.3
2022-03-27,1.6540429794746685,1.21875
2022-03-28,1.6079497756549428,1.2575757575757576
2022-03-29,1.576648426200665,1.2658227848101267
2022-03-30,1.5255793819479195,1.2203389830508475
2022-03-31,1.7847092013888886,1.368421052631579
2022-04-01,1.5721735791090627,1.3333333333333333
2022-04-02,1.613962620538821,1.3076923076923077
2022-04-03,1.7367383039971873,1.5
2022-04-04,1.5128220611916263,1.3673469387755102
2022-04-05,1.651172505726409,1.4042553191489362
2022-04-06,1.6619813943541486,1.1594202898550725
2022-04-07,1.6368312324929977,1.4683544303797469
2022-04-08,1.5773067898746214,1.375
2022-04-09,1.7377314006287112,1.2352941176470589
2022-04-10,1.9706515540347878,1.2432432432432432
2022-04-11,1.5141778056251736,1.4
2022-04-12,1.7876937729900155,1.380952380952381
2022-04-13,1.933873836891078,1.3492063492063493
2022-04-14,1.6049128413515206,1.435483870967742
2022-04-15,1.6782238050988052,1.2777777777777777
2022-04-16,1.5113739561172324,1.2083333333333333
2022-04-17,1.7675684516994339,1.2333333333333334
2022-04-18,1.6513790283790286,1.3225806451612903
2022-04-19,1.6310693826022002,1.2424242424242424
2022-04-20,1.6538954933172143,1.2891566265060241
2022-04-21,2.0209674055747517,1.4464285714285714
2022-04-22,1.618555232454663,1.2745098039215685
2022-04-23,1.5886300630717507,1.358974358974359
2022-04-24,1.6069959356291534,1.32
2022-04-25,1.4682298891262502,1.3
2022-04-26,1.5582941729323312,1.1408450704225352
2022-04-27,1.6968344133820326,1.390625
2022-04-28,1.6452302631578948,1.2753623188405796
2022-04-29,1.7303070076280906,1.2857142857142858
2022-04-30,1.793934943704529,1.135135135135135
2022-05-01,1.7905403998334029,1.3448275862068966
2022-05-02,1.8686453576864537,1.2121212121212122
2022-05-03,1.4815645052347177,1.4848484848484849
2022-05-04,1.6055034006222415,1.5217391304347827
2022-05-05,1.679799367299367,1.2307692307692308
2022-05-06,1.594611719083769,1.4893617021276595
2022-05-07,2.0497018970189704,1.375
2022-05-08,1.5983474521884224,1.1891891891891893
2022-05-09,1.7931479978354976,1.6129032258064515
2022-05-10,1.633987261724488,1.1538461538461537
2022-05-11,1.7140198159943383,1.4375
2022-05-12,1.586404081886628,1.2571428571428571
